Thread No,Title,Category
2573,Cultus 2008 EFI EPS turning on and off causing extremely bad mileage,Suzuki
2574,Cultus carby fuel consumption,Suzuki
2575,Suzuki Cultus 2007 Efi (Suggestion Required),Suzuki
2576,Suzuki cultus 2010 normal engine temp,Suzuki
2577,Cultus EFI Sound Box,Suzuki
2578,New Cultus 2018 Model Bulbs specifications,Suzuki
2579,Cuore 2008 auto ignition cables issue,Daihatsu
2580,Best Fuel Efficient Engine for Charade 84,Daihatsu
2581,Wans to exchange Pak reborn ecu with japani ecu,Honda
2582,Honda Civic 2009 Pulling to Left,Honda
2583,New Honda City 2021 Steering Noise Issue,Honda
2584,Honda City oil change OEM way,Honda
2585,Battery Acid Marks on paint,Honda
2586,Nissan discussion,General Car Discussion
2587,"I want an automatic, fuel efficient car in 2.5 million budget",General Car Discussion
2588,"Overhaul of old car (Vitz 2002) + replacement number plates [Karachi, Sindh]",General Car Discussion
2589,Steel mate SK 02 Car alarm system,General Car Discussion
2590,Car Buissness,General Car Discussion
2591,Spark plug,General Car Discussion
2592,Suggest car to replace?,General Car Discussion
2593,Scratch,General Car Discussion
2594,Suzuki Cultus and Alto delivery timlines,Suzuki
2595,Honda cars with B-series or K-series engine,Honda
2596,Civic Steering control issue,Honda
2597,Changing the language on the 2017 vezel dash. Can it be done?,Honda
2598,Best budget OBD2 scanner (wifi/Bluetooth) (civic rs),Honda
2599,Honda B16 or B18 engine,Honda
2600,Mehran starting problem ignition issue,Suzuki
2601,Alhumdulillah! Anniversary of my car workshop,General Car Discussion
2602,Honda City 2007 IDSI RPM Drop issue,Honda
2603,Civic 9th Generation Transmission Jerk/Vibration,Honda
2604,Sazgar to Officially Launch Pakistan’s First Hybrid Car Today,General Car Discussion
2605,کینال روڈ پر 26 جدید بس سٹاپس کا افتتاح,General Car Discussion
2606,ٹویوٹا انڈس نے اپنی پیداوار 10 دن کیلئے بند کر دی,General Car Discussion
2607,HD 2.1V HDMI 8K@60hz certified tested cable with great features in unbelievable price,"Buy, Sell & Exchange"
2608,Google Nest Hub (1st Gen) and Google Nest Audio Smart Speaker with Google Assistant Voice Control,"Buy, Sell & Exchange"
2609,Motorola Pulse Max Over Ear Wired Headphone Hi-Fi Sound with In-line Microphone for Hands-free Calling,"Buy, Sell & Exchange"
2610,WTS Acer aspire 5749,"Buy, Sell & Exchange"
2611,Best speaker I have ever heard now for sale great bookself bluetooth wireless speakers,"Buy, Sell & Exchange"
2612,Superior sound quality wireless headphones in super low price limited time offer,"Buy, Sell & Exchange"
2613,Original file damaged by termites,"Buy, Sell & Exchange"
2614,Documents before buying a used car,"Buy, Sell & Exchange"
2615,Anyone any sq amp for sale?,"Buy, Sell & Exchange"
2616,Honda Civic X imported usdm/ukdm parts for sale,"Buy, Sell & Exchange"
2617,Can I buy a used car without the smart card?,"Buy, Sell & Exchange"
2618,"Suggestion, picanto manual vs japanese alto","Buy, Sell & Exchange"
2619,PPF Confussion - Which one is better?,General Car Discussion
2620,Ownership Transfer in Punjab,General Car Discussion
2621,Searching for Honda City 1998 (ABN-017) Karachi,General Car Discussion
2622,Fastest C8 Corvette “E-Ray” is Finally Launched,General Car Discussion
2623,تصاویر – ہیونڈائی ٹوسان 2022 لاہور میں سامنے آ گئی,General Car Discussion
2624,Can K tuner be used on multiple cars?,General Car Discussion
2625,Should i buy almost new cultus or wagon r or i should go for old corolla under 21 lac?,General Car Discussion
2626,Yellow Paper Lights For Foggy Nights,General Car Discussion
2627,ہیوال h6 hev بمقابلہ کرولا کراس – تفصیلی موازنہ,General Car Discussion
2628,Wheel bearings and grease,Suzuki
2629,Best Car Speakers,Technical Forums
2630,Kenwood KRC-666 In-Dash AM/FM High-End Old School Stereo Radio Cassette Player,Technical Forums
2631,Need someone to tune my audio setup,Technical Forums
2632,"Need guidance, planning a SQ-ish build for vitz 2008",Technical Forums
2633,Bluetooth for most Toyotas 2000-2010,Technical Forums
2634,WTB: Headunit / Components / Amplifier / Subwoofer,Technical Forums
2635,Sound insulation in Islamabad/Rawalpindi?,Technical Forums
2636,I really need toyota passo 2015 radio code,Technical Forums
2637,"Anyone interested in buying extreme Spl setup, probably only one in pakistan",Technical Forums
2638,SQ Build: 2015 Honda Grace,Technical Forums
2639,3.2 or 2.8 Gen3,4X4 and Off-Road Vehicles
2640,Buying a Gen2 pajero 2.8 intercooler,4X4 and Off-Road Vehicles
2641,CNG installation in 660cc turbo automatic mini pajero,4X4 and Off-Road Vehicles
2642,Pajero 3.2 DiD gen3,4X4 and Off-Road Vehicles
2643,Pajero,4X4 and Off-Road Vehicles
2644,Sightseeing and resorts from Multan to Islamabad,Travel N Tours
2645,Pajero MK3 2006 model Engine Related Issues,4X4 and Off-Road Vehicles
2646,Plz gudie about engine swap,Suzuki
2647,Citroen C3 AirCross SUV launched in India,General Car Discussion
2648,Small car recommendation in 1.8 million,General Car Discussion
2649,Need expert opinion on what car should I buy? It’s my first car,General Car Discussion
2650,Old Classic Car Point Burning,General Car Discussion
2651,Rawalpindi: Traffic Alert Amid Pak Vs. England Test Match,General Car Discussion
2652,"Need Suggestion Between HRV vtis , Haval Jolion, Oshan X7 Comfort, Proton X70, Cherry Tiggo 4pro",General Car Discussion
2653,Audi Etron Quattro 50 or The 2020 Mercedes E180 AMG,General Car Discussion
2654,Internship at Automotive Related Industry,General Car Discussion
2655,Mercedes benz comparision,General Car Discussion
2656,Which car to buy in budget of 20 to 23 lacs?,General Car Discussion
2657,Karachi to Quetta Road Trip in Alto 660cc Nov 2022,Travel N Tours
2658,Charade car stopping on petrol,General Car Discussion
2659,Side mirror glass,General Car Discussion
2660,Seeking Advice on Car Purchase - Budget 2.7 Million PKR,General Car Discussion
2661,Car Inspection Gujrat,General Car Discussion
2662,Mercedes C class or BMW 3 series?,General Car Discussion
2663,2010 cuore vs 2015 mehran euro 2,General Car Discussion
2664,Old book driving license Renewal,General Car Discussion
2665,"Changan Leads MPV, Sedan & SUV Segments in PakWheels Facebook Poll",General Car Discussion
2666,"Civic 2005 Vs Xli/gli 2003/2005, which one is better?",Honda
2667,185/65/15 tyres for Civic 8th gen,Honda
2668,Car giving white greyish smoke,Honda
2669,Honda civic reborn fuel consumption gone bad,Honda
2670,Reborn gaskit cooling system splashing,Honda
2671,Things to keep in mind before buying a turbo,Honda
2672,Honda City GM6 2023 suspension upgrade,Honda
2673,Honda civic X vessel noise issue,Honda
2674,Steering issue ( hard to move ),Honda
2675,Comparing Fuel averages,Honda
2676,Civic X Turbo Unichip Recommended or not,Honda
2677,How to know the fair Value of my vehicle,Honda
2678,Noise from engine bay in D gear Civic X,Honda
2679,Accord CF3 2001,Honda
2680,Civic Rebirth Draining battery Overnight,Honda
2681,How much Honda City IDSi 2008 engine cost?,Honda
2682,Deep Parking Scratch Solution,Honda
2683,3.5M budget? Which car?,Honda
2684,Do i need insurance of car in Pakistan after 5 years e.g civic 17 model?,Honda
2685,Cat converter and metal mesh,Honda
2686,Vehicle transfer Agent in Peshawer,Honda
2687,Looking to buy car,Toyota
2688,Prado vs Kia sportage,Toyota
2689,I recently cleaned the throttle body of my gli 2004 now the rpm idle is 1100,Toyota
2690,Car for disabled person,General Car Discussion
2691,China Sends 70 Flat Wagons to Pakistan,General Car Discussion
2692,Toyota Corolla GLi Automatic 1.3 VVTi Test,General Car Discussion
2693,Auto lock Feature,General Car Discussion
2694,Best Front Wind Screen Fixer for Honda City 2008 in KARACHI,General Car Discussion
2695,Changan Alsvin 1.5 Lumiere vs Toyota Yaris Hatchback JDM,General Car Discussion
2696,Rising of dollar and car prices hikes,General Car Discussion
2697,Alfa Auto Parts?,General Car Discussion
2698,Replace 185/R65 15 with 185/60 15?,General Car Discussion
2699,Coilover or Lowering spings?,General Car Discussion
2700,نئی سوزوکی gsx کیلئے انسٹالمنٹ پلان,General Car Discussion
2701,"AoA, i want to convert my Alto 1000cc 2004 model manual to automatic, advisce, please",Suzuki
2702,Suzuki Alto Gray colour paint code,Suzuki
2703,Alto 2012 1000cc Power Window,Suzuki
2704,Looking for best mechanic in KARACHI for Alto VXR fuel average adjustments. Any recommendations?,Suzuki
2705,How often should car be waxed and which wax brand and type is good for Alto?,Suzuki
2706,Tyre pressure,Suzuki
2707,How to drive Alto AGS on inclined road?,Suzuki
2708,Where can I get Tachometer(RPM Meter) for Alto VXL AGS 2023?,Suzuki
2709,Suzuki alto soundproofing,Suzuki
2710,Is there any buy it for me service on pakwheels?,General Car Discussion
2711,Food truck business in Lahore,General Car Discussion
2712,Best way of preventing car from getting stolen?,General Car Discussion
2713,Two auction sheets for a single JDM car,General Car Discussion
2714,Most Viewed Videos on PakWheels YouTube in 2022,General Car Discussion
2715,Passo engine swap 1.0 to 1.3,Toyota
2716,Passo 2007 fuel related issues and milage after blinking last bar,Toyota
2717,Toyota Passo 2016 Stalling Issue,Toyota
2718,Fuel Economy - Toyota Passo (2012 Model),Toyota
2719,Dream Trip to Islamabad To Skardu,Travel N Tours
2720,Story of the Lake saif ul malook,Travel N Tours
2721,Driving on Sharan forest road (fortuner petrol 4x4),Travel N Tours
2722,Safety Precautions at Salt Range Steepy Mountains,Travel N Tours
2723,Pakistan to Umrah DIY (SUGGEST ME hOTELS IN RANGE FROM 70 TO 100 Sr),Travel N Tours
2724,"Need Guidance: Traveling to The Monal, Islamabad on Nissan DAYZ (600cc car)",Travel N Tours
2725,Naran to lake saif ul malook road video/fortuner petrol 4x4,Travel N Tours
2726,Shogran to Siri Paye complete road video,Travel N Tours
2727,Islamabad to Naran complete Guide,Travel N Tours
2728,Greenline train vs Tezgam business class,Travel N Tours
2729,What place to visit in northern areas?,Travel N Tours
2730,Islamabad to Khanspur Ayubia family Trip,Travel N Tours
2731,Lyari Express Way,Travel N Tours
2732,Long time car parking in Lahore and ISD/RWP,Travel N Tours
2733,Info required Islamabad to Skardu,Travel N Tours
2734,Resonator from Another Car,Technical Forums
2735,Travel itinerary Sahiwal to Khunjrab pass,Travel N Tours
2736,Karachi Malir cantt to Ormara on Honda BRV,Travel N Tours
2737,Swat/Chitral/Deosai plan,Travel N Tours
2738,Recommendation for a trip to northern Pakistan,Travel N Tours
2739,Sharan waterfall tour in own car,Travel N Tours
2740,Faisalabad to Chitral and Ghizar Information required,Travel N Tours
2741,Embarking On A Tour - Need Suggestions From Frequent Travelers,Travel N Tours
2742,"Singapore, Malaysia, Thailand Tour help required",Travel N Tours
2743,Family trip to Pak China border in own car-Complete Guide,Travel N Tours
2744,Driving karachi to islamabad on fresh import car,Travel N Tours
2745,Bad Fuel Average,Daihatsu
2746,Tire pressure,Daihatsu
2747,Rpm meter 2c diesel,Technical Forums
2748,Paint of car,Technical Forums
2749,Denter Painter in Rawalpindi / Islamabad,Technical Forums
2750,Paint Protective Film For Honda Civic RS 2023,Technical Forums
2751,"Buying a Pressure washer or Keep on Visiting Service stations,an economical and Practicle Solution",Technical Forums
2752,How do i get scratches fixed on my Aqua,Technical Forums
2753,Peeling Headliner fix?,Technical Forums
2754,Bodykit work in Rawalpindi,Technical Forums
2755,How to Remove aftermarket Chrome Door-Handle Covers,Technical Forums
2756,Cutting cream / Compound,Technical Forums
2757,Opinion on Body Shops in Karachi,Technical Forums
2758,Brake is not effective when AC is on,Suzuki
2759,Suzuki Swift Shocks (Which Brand is Good),Suzuki
2760,Regarding vehicle transfer,Suzuki
2761,Alto throttle body,Suzuki
2762,Cultus alternator watt amps voltage,Suzuki
2763,Car Tyre Size,Suzuki
2764,Pioneer TS-WX306T/ Pioneer TS-A1600c/ Pioneer TS-S20/ Sony Xplode Amp: complete setup for sale,"Buy, Sell & Exchange"
2765,Recommendation for online purchase of ac compressor,"Buy, Sell & Exchange"
2766,Hondata needed,"Buy, Sell & Exchange"
2767,Suzuki swift 2015 auto fuel avg,Suzuki
2768,Advantage of High octane (Premium fuel) Over normal fuel,Suzuki
2769,Suzuki swift coolant disappeared,Suzuki
2770,Front camera installation in swift 2022,Suzuki
2771,Suzuki swift k&n filter,Suzuki
2772,Suzuki swift 22 strange cvt noise,Suzuki
2773,OEM Suzuki swift Side mirrors up for grab,Suzuki
2774,Ac tik tik issue,Suzuki
2775,Suzuki Swift 2022,Suzuki
2776,لاہور میں ڈرائیونگ لائسنس دفاتر کے اوقات کار میں توسیع,General Car Discussion
2777,Conversion of GS 150 into GS 150 SE,Bike Forums
2778,Hard seats cd70,Bike Forums
2779,What to do if sold vehicle still on your name,Bike Forums
2780,Hi Speed Infinity,Bike Forums
2781,Can ybr seat slope be adjusted? To make it straight plain,Bike Forums
2782,Price & Arrival Details of New Toyota Corolla Altis 1.6 CVT,General Car Discussion
2783,To many lights came up in main cluster,Honda
2784,Honda Vezel 2015 or Changan Alsvin 2022,Honda
2785,Wheels get jammed in rainy day,Honda
2786,Honda vezel showing all lights i have changed spark plugs battery but nothing worked,Honda
2787,Vezel Pearl White Best Painter,Honda
2788,AC stops working after 10 to 15 minutes then again start after off,Honda
2789,Automatic Gearbox Required for Civic 2002-2005 (Cat eye-Eagle eye),Honda
2790,Need Advice Regarding Head Lights,Honda
2791,Slow pick of Honda City 1.3MT with AC,Honda
2792,Smelly Smoke and Black Exhaust Pipe,Honda
2793,Fuel average Honda city 2014 prosmetic,Honda
2794,Meri city car mein btry down ho jati hai 3 4 din m,Honda
2795,Suggest sale price for Honda City Aspire 1.5 CVT 2022 (White),Honda
2796,Honda city 2016 terrible fuel average,Honda
2797,Honda city 2003 type z 1300 cc - conversion to automatic estimate please,Honda
2798,Pickup and fuel average Problem in 2014 City Aspire 1.5 AT,Honda
2799,Maintainence cost of HYBRID CARS?,Technical Forums
2800,New Cultus Warning Signals,Technical Forums
2801,Best Car Painter and Denter in Karachi,Technical Forums
2802,Need help about Mini Pajero speed and shifting,Technical Forums
2803,Civic X 16” Rims on Reborn,Technical Forums
2804,Best paint job in Lahore,Technical Forums
2805,FS: Mega Amplifier Thread 6Chan/4Chan/2Chan/Mono (SQ Amps),"Buy, Sell & Exchange"
2806,"Selling Suzuki GS 500, Hayabusa, GSXR and BMW Bike Parts","Buy, Sell & Exchange"
2807,Which car should I buy want to upgrade,"Buy, Sell & Exchange"
2808,Alfajr watch for sale,"Buy, Sell & Exchange"
2809,Audi a5 b8 parts going cheap,"Buy, Sell & Exchange"
2810,Karcher puzzi 400 pro slightly used,"Buy, Sell & Exchange"
2811,Any wideband available for sale?,"Buy, Sell & Exchange"
2812,Suggest me best car under 20 lac used,"Buy, Sell & Exchange"
2813,Honda City Ivtech shocks,Honda
2814,Toyota Harrier 2004,Toyota
2815,For Sale : Subwoofer Infinity Kappa,"Buy, Sell & Exchange"
2816,WTS : Anker Nano Pro 521 40W Dual Port Charger Box Packed,"Buy, Sell & Exchange"
2817,"Wts . dodo juice , nano skin , meguiars etc","Buy, Sell & Exchange"
2818,Newly restomoded CJ7 (pics) with Toyota 3GR engline - Advice Needed,4X4 and Off-Road Vehicles
2819,Concerns Regarding Car Ownership Transfer and Legal Liability,"Buy, Sell & Exchange"
2820,H1 led fog lights,"Buy, Sell & Exchange"
2821,"FS: Toyota Corolla 2012 ,Front Disc Brake Rotors","Buy, Sell & Exchange"
2822,Alfalah’s Orbits(Points),"Buy, Sell & Exchange"
2823,WTS: Brand New Anker Nano II 65W Charger with Foldable US Plug,"Buy, Sell & Exchange"
